Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Age at enrollment,Application mode,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Debtor,Displaced,Gender,Curricular units 2nd sem (evaluations)
2,6,1.0294981368897334,6,0.950766947723076,1,0,26,51,6,6,1,0,0,7
0,3,0.2787181623482548,3,0.2135921533695871,1,0,21,17,6,6,0,1,0,10
2,5,0.3706887092295859,5,0.1855093040608825,1,1,18,17,5,5,0,0,0,5
2,5,0.7385708967549104,5,0.6488763176545045,1,1,20,17,6,6,0,1,0,9
0,0,-1.9548522619126447,2,0.0380743451901848,1,0,25,51,5,5,0,0,0,5
2,5,1.1984236311615664,5,1.196491879174239,1,0,18,1,5,5,0,0,0,5
2,8,0.978052645452402,7,0.8895864545862562,1,1,18,1,8,7,0,1,0,11
2,8,0.8743369421511609,7,0.7108591779144303,1,0,19,1,8,7,0,0,0,9
2,6,0.3819504088477081,6,0.2035625643307642,1,1,18,1,6,6,0,0,0,10
1,6,0.6236077131532466,6,0.3028554958151114,1,0,20,17,8,7,0,0,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,26,7,6,3,1,0,0,0
2,7,0.6187276433187268,7,0.5769641642461435,1,1,19,42,8,8,0,1,0,8
2,8,0.8152130191560196,7,0.8384355504882589,1,0,19,1,8,7,0,0,0,9
2,8,0.4101046578930135,5,0.3118821259500523,1,0,19,43,10,10,0,0,0,14
1,3,0.6071844012101517,3,0.0029707835543045,1,0,19,5,5,5,0,1,0,8
2,3,0.344411410120634,6,0.0531187287484192,1,0,18,1,6,6,0,1,0,11
2,6,0.6728776489825311,6,0.6348348930001524,1,0,19,43,7,7,0,1,0,7
2,5,0.2130249145758753,6,0.3239176327966399,1,0,18,1,6,6,1,0,0,9
1,5,0.2918568119027306,5,0.4803792218022782,1,0,18,1,6,6,0,1,0,8
1,5,0.3312727605661581,5,0.7752491395436738,1,0,18,1,5,5,0,1,0,7
1,6,0.5414911534377721,5,0.3540063999131088,1,0,18,1,7,7,0,1,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,26,44,5,5,1,0,0,5
2,6,0.6071844012101517,6,0.3540063999131088,1,0,20,1,6,6,0,1,0,7
2,6,0.344411410120634,6,0.4944206464566303,1,0,19,1,6,6,0,0,0,6
2,6,0.7385708967549104,6,0.389109961548989,1,1,18,1,6,6,0,1,0,9
2,6,0.9356506400720483,6,0.6348348930001524,1,0,19,44,6,6,0,0,0,6
2,7,0.9168811407085116,7,0.9858705093589564,1,0,40,7,7,7,1,0,0,7
2,8,0.6842918507829818,8,0.6470333806686205,1,1,18,1,8,8,0,1,0,8
2,6,0.4945674050289299,5,0.389109961548989,1,0,19,17,6,6,0,0,0,8
2,4,0.5086445295515826,4,0.1960403725516468,1,0,18,17,5,5,0,0,0,6
1,3,0.4101046578930135,4,0.3540063999131088,1,0,19,1,5,5,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,6,0.5790301521648463,6,0.5295242080925111,1,0,33,39,6,6,0,1,0,8
2,6,0.6268923755418654,6,0.7752491395436738,1,0,35,39,6,6,0,0,0,11
1,2,0.4101046578930135,4,0.5646277697283913,1,0,26,42,5,5,0,1,0,7
2,6,0.5086445295515826,6,0.6699384546360325,1,0,18,1,6,6,0,1,0,8
1,9,0.4707445789136714,13,0.0785784547700467,1,0,36,43,13,16,0,0,0,19
2,5,0.344411410120634,5,0.1433850300978261,1,0,39,39,5,5,0,0,0,9
2,6,0.7714175206411001,6,0.5646277697283913,1,0,44,39,6,6,0,0,0,6
1,4,0.2622948504051598,5,0.3540063999131088,1,0,20,1,6,6,0,0,0,9
0,4,0.3115647862344443,4,0.4803792218022782,1,0,24,1,6,6,0,1,0,6
2,6,0.6728776489825311,6,0.7050420162719129,1,1,20,43,6,6,0,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,1,0,0,0,1,0,0
2,6,0.8436800931907174,6,0.8173734135067302,1,1,18,1,7,7,1,0,0,7
0,0,-1.9548522619126447,5,0.1433850300978261,0,0,22,1,6,6,1,0,0,12
2,6,1.1984236311615664,6,0.9858705093589564,1,0,18,17,6,6,0,1,0,7
2,7,0.6944625732505979,6,0.477370345090631,1,0,24,39,8,7,0,0,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,33,39,5,5,0,0,0,0
1,0,-1.9548522619126447,0,-2.1734500378702823,1,1,30,39,6,6,1,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,26,39,6,6,0,0,0,0
2,6,0.3772580340068238,6,0.2837992766413477,1,0,18,17,6,6,0,1,0,10
0,2,0.0159451712587371,3,0.4944206464566303,1,0,19,1,6,6,1,0,0,12
1,4,0.2130249145758753,3,0.0029707835543045,1,0,20,17,5,5,0,1,0,9
2,7,0.7479556464366787,8,0.6699384546360325,1,1,22,53,9,11,0,1,0,16
1,5,0.8003225496609472,5,0.7710367121473684,1,0,19,1,7,7,0,1,0,8
2,6,1.1491536953322816,6,1.196491879174239,1,1,21,1,6,6,0,1,0,10
2,6,0.8108334693045274,6,0.7822698518708495,1,1,21,1,7,7,0,1,0,7
1,5,0.2524408632393028,1,0.1433850300978261,1,0,19,17,5,5,0,0,0,6
2,6,0.7385708967549104,7,0.7451603724272051,1,1,19,1,7,7,0,1,0,8
0,7,0.6888317234415379,7,0.6518851943661517,1,0,18,1,8,8,0,1,0,8
2,7,0.7198013973913734,11,0.6795121532639996,1,0,50,43,7,11,0,0,0,7
1,4,0.1801782906896857,4,0.1960403725516468,1,1,31,39,5,5,0,0,0,10
2,6,0.8887268916632062,6,0.7401455779077935,1,1,19,17,6,6,0,0,0,7
2,5,0.5790301521648463,5,0.3540063999131088,1,0,35,39,5,5,0,0,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,31,39,6,6,0,0,0,0
1,10,0.5677684525467243,10,0.3329442629315806,1,0,42,51,11,11,1,0,0,14
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,34,18,5,5,0,1,0,0
2,8,1.0580043140481048,7,1.014454838119602,1,1,18,1,8,7,0,1,0,8
1,6,0.6728776489825311,7,0.4141839341460468,0,1,18,17,7,7,0,1,0,8
1,2,0.7057242728687207,5,0.4944206464566303,1,0,21,44,6,6,0,1,0,15
0,6,0.2088017772190793,5,0.5098662135764179,1,1,26,39,8,7,0,0,0,12
1,8,0.7549942086980053,6,0.617283112182212,1,0,20,43,8,7,0,0,0,8
1,3,0.0816384190311166,3,0.0029707835543045,1,0,19,1,6,6,0,0,0,12
2,6,0.6400310250963411,6,0.6548940710777983,1,1,19,1,6,6,0,0,0,6
2,8,0.234922663833335,9,0.4710182720327101,1,0,20,53,9,11,0,0,0,14
2,6,0.2458715384620648,6,0.2486957150054674,1,0,19,1,6,6,0,0,0,7
2,6,0.475797905665393,6,0.7050420162719129,1,0,18,1,6,6,0,0,0,9
2,10,0.4101046578930135,11,0.2008272218656302,1,0,28,39,11,14,0,0,0,16
1,5,0.4889365552198688,5,0.5997313313642716,1,0,22,17,6,6,0,1,0,8
2,6,0.8371107684134794,6,0.9156633860871956,1,1,21,44,6,6,0,0,0,6
1,1,0.2130249145758753,4,0.5119724272745706,1,0,21,44,6,6,0,1,0,19
1,5,0.4376958219574129,5,0.1855093040608825,1,0,26,39,8,7,0,0,0,13
0,5,0.2918568119027306,5,0.5646277697283913,0,0,18,1,6,6,1,1,0,8
0,2,0.475797905665393,2,0.0380743451901848,0,0,20,17,5,5,0,0,0,8
2,6,0.8042641445272898,6,0.9557817422424876,1,0,18,17,6,6,0,0,0,7
2,7,0.5795932371457522,7,0.5351407779542516,1,1,19,1,8,8,0,1,0,11
2,11,0.4101046578930135,11,0.2965642081453046,1,0,20,51,11,11,0,1,0,14
2,3,0.4101046578930135,6,0.5947165368448603,1,1,22,44,6,6,0,1,0,10
0,4,0.7479556464366787,5,0.3118821259500523,1,0,18,17,6,6,1,1,0,9
0,0,-1.9548522619126447,3,0.0731779068260651,1,0,19,17,5,5,0,1,0,9
1,4,0.2524408632393028,5,0.2697578519869956,1,1,18,17,6,6,0,0,0,8
1,3,0.0816384190311166,3,0.0029707835543045,1,0,20,17,6,6,0,1,0,12
1,3,0.2130249145758753,4,0.4066617423669293,1,0,19,1,6,6,0,1,0,11
1,4,0.5579144653808671,6,0.3540063999131088,1,0,19,1,6,6,0,0,0,7
2,7,0.9484138996392536,7,0.9293036271799948,1,0,19,17,8,8,0,1,0,8
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,12,0.8535340803565744,13,0.6942409203839502,1,0,21,7,12,13,0,1,0,12
2,5,0.9619279391810004,5,1.1543676052111826,1,0,27,39,5,5,0,0,0,5
2,6,0.9168811407085116,6,0.9156633860871956,1,0,19,17,6,6,0,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,39,5,5,0,0,0,5
2,7,0.9332106051547892,7,0.913055692937102,1,1,18,1,8,8,0,1,0,8
2,7,0.4892180977103217,7,0.4385558355103864,1,0,24,39,8,8,0,0,0,8
2,7,0.8183412690499425,7,0.2671250848643047,1,0,20,1,8,7,0,1,0,9
2,5,1.119591733834711,5,0.7752491395436738,1,0,26,7,5,5,0,0,0,5
2,6,0.3772580340068238,6,0.4242135231848697,1,1,20,1,6,6,0,1,0,6
2,5,1.0801757851712834,5,0.7752491395436738,1,0,18,1,5,5,0,0,0,6
2,6,0.4840095616369402,6,1.0344754408547907,1,0,19,1,6,6,0,1,0,10
0,3,0.2130249145758753,5,0.2697578519869956,1,0,23,1,6,6,0,1,0,9
2,6,0.3312727605661581,6,0.2697578519869956,1,1,18,1,7,7,0,1,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,8,7,0,0,0,0
2,8,0.6257974880789923,7,0.5438665204180277,1,1,19,1,8,7,0,0,0,9
2,5,0.9619279391810004,7,0.8053379066601426,1,0,30,42,5,7,0,0,0,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,29,44,6,6,0,1,0,0
2,8,0.6571933860768755,8,0.6180729423190192,1,0,19,1,8,8,0,1,0,8
2,8,0.8239721188590035,7,0.7301159888689706,1,0,20,17,8,7,0,1,0,8
2,6,0.7878408325841948,6,0.7576973587257334,1,0,20,1,7,7,0,0,0,7
2,6,0.7198013973913734,6,0.6699384546360325,1,0,19,1,6,6,0,1,0,9
1,2,0.1473316668034958,3,0.2135921533695871,1,0,20,17,5,5,0,1,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,5,5,0,1,0,12
2,4,0.9225119905175728,5,0.2486957150054674,1,0,19,17,6,6,0,0,0,9
2,7,0.4264341223392904,7,0.3714578848406605,1,1,18,1,8,8,0,1,0,8
2,5,0.5677684525467243,6,0.3189028382772284,1,1,27,39,6,6,0,0,0,10
2,5,0.4889365552198688,5,0.6488763176545045,1,1,19,17,5,5,0,1,0,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,1,19,1,7,7,0,0,0,7
2,6,0.9168811407085116,5,0.8173734135067302,1,0,19,1,6,6,0,1,0,7
2,7,0.7676636207683932,7,0.7361337422922648,1,1,18,1,8,8,0,1,0,8
1,6,0.1144850429173062,4,0.1960403725516468,1,1,20,17,6,6,0,0,0,6
2,6,0.7385708967549104,6,0.8805598244513152,1,1,18,1,6,6,0,0,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,6,6,0,1,0,0
2,6,0.2721488375710169,6,0.206571441042411,1,0,36,39,7,7,0,1,0,7
1,1,1.1984236311615664,0,-2.1734500378702823,1,0,18,43,4,2,0,0,0,4
1,3,0.4101046578930135,1,0.3540063999131088,1,0,18,43,5,5,1,1,0,9
2,7,0.469228580888155,7,0.4171928108576936,1,0,19,17,8,8,0,1,0,9
2,7,0.5469343082531979,7,0.5002378080991478,1,1,18,1,8,8,0,1,0,8
2,4,0.2130249145758753,4,0.1433850300978261,1,0,18,17,5,5,0,0,0,5
2,6,0.8371107684134794,6,0.5646277697283913,1,1,19,1,6,6,0,1,0,6
2,8,1.1984236311615664,7,0.862130454592478,1,1,19,1,8,7,0,0,0,8
0,8,0.816581628484611,7,0.5496209971290527,1,0,18,1,8,7,0,1,0,8
2,5,0.5677684525467243,6,0.6348348930001524,1,0,20,1,6,6,0,1,0,10
1,5,0.5677684525467243,5,0.522503495765335,1,1,20,1,6,6,0,1,0,9
2,7,0.8836591268350511,7,0.860099462812116,1,0,20,18,8,8,0,1,0,8
2,7,0.6823562461611172,7,0.6449647779293634,1,1,18,1,8,8,0,1,0,8
2,8,0.8010615986983864,7,0.8028931943319297,1,0,18,1,8,7,0,1,0,8
2,5,0.5283525038832964,5,0.2938288656801707,1,0,19,17,5,5,0,0,0,6
1,4,0.2622948504051598,5,0.3118821259500523,1,0,19,1,5,5,0,1,0,8
2,2,0.2130249145758753,6,0.1784885917337065,1,0,44,39,6,6,0,0,0,15
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,32,7,6,6,0,0,0,6
0,5,0.4101046578930135,5,0.6910005916175608,1,0,22,43,6,6,0,0,0,8
2,11,0.822180484828848,12,0.7428458518797847,1,0,36,39,12,12,0,1,0,18
2,6,0.6728776489825311,6,0.45931708482075,1,1,18,17,6,6,0,0,0,8
2,5,0.9225119905175728,5,1.196491879174239,1,0,20,1,5,5,0,1,0,5
2,11,0.6967661027179421,11,0.7369543450318045,1,1,20,51,11,11,0,0,0,11
2,4,0.1144850429173062,5,0.059136482171713,1,0,19,17,6,6,0,0,0,11
2,5,0.4495206065564409,5,-0.0251120657544,1,0,24,39,5,5,1,1,0,6
1,4,0.0947770685855924,5,0.059136482171713,1,0,20,17,6,6,0,0,0,11
0,5,0.1736089659124478,9,0.2369945277935073,1,0,27,43,11,10,0,0,0,11
1,8,0.5332794974662249,5,0.8454562628154348,1,0,20,1,8,6,0,1,0,8
2,13,0.6597389994280554,16,0.5646277697283913,1,1,23,43,13,16,0,0,0,15
2,8,0.6682791216384645,8,0.6299203943711291,1,1,18,1,8,8,0,1,0,9
2,5,0.4495206065564409,5,0.0531187287484192,1,1,18,17,6,6,0,1,0,9
2,7,0.7031903904546432,7,0.6672304655955503,1,1,20,17,8,8,0,1,0,8
2,6,0.3772580340068238,6,0.4242135231848697,1,1,20,1,6,6,0,0,0,7
0,5,0.5743377773239621,6,0.3276787286861984,1,0,23,1,6,6,0,0,0,9
2,6,0.7976948197500523,6,0.7682284272164982,1,0,20,1,7,7,0,1,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,28,39,5,5,0,1,0,10
2,5,0.5677684525467243,4,0.2486957150054674,1,0,21,1,5,5,0,1,0,5
0,0,-1.9548522619126447,2,0.45931708482075,1,0,21,1,7,2,0,1,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,28,7,8,7,0,0,0,0
2,7,0.6515273434565076,6,0.3497939725168031,1,0,18,1,8,7,0,0,0,11
1,5,0.3706887092295859,5,0.6067520436914478,1,1,21,17,6,6,0,1,0,7
2,8,0.8116546349016824,6,0.2727667286986425,1,0,19,1,8,7,0,0,0,8
2,7,0.8662034924269623,7,0.8414444271999061,1,1,18,18,8,8,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,8,7,0,0,0,0
1,2,0.6071844012101517,6,0.4944206464566303,1,0,20,44,6,6,0,0,0,12
2,7,0.4354434820337883,6,0.5154827834381585,1,1,20,1,8,7,0,1,0,10
2,5,0.4495206065564409,6,0.4944206464566303,1,1,18,17,6,6,0,0,0,7
0,4,0.1285621674399588,6,0.2486957150054674,1,0,20,43,6,6,0,1,0,10
0,4,0.3608347220637289,5,0.2276335780239392,1,0,31,39,6,6,0,0,0,14
2,8,0.8983697219612231,7,0.9240004819757174,1,1,19,17,8,7,0,1,0,8
2,7,0.7141705475823127,6,0.3148910026616996,1,1,19,1,8,7,0,1,0,8
2,6,0.3854696899783711,6,0.5646277697283913,1,0,23,1,6,6,0,0,0,8
2,6,0.6728776489825311,6,0.9557817422424876,1,0,19,1,6,6,0,0,0,6
2,6,0.5283525038832964,6,0.4803792218022782,1,0,20,1,7,7,0,1,0,7
1,4,0.2918568119027306,5,0.6348348930001524,1,0,22,1,6,6,1,1,0,17
1,6,0.5743377773239621,6,0.0731779068260651,1,0,18,1,7,7,0,1,0,12
0,1,0.2130249145758753,2,0.2486957150054674,0,0,27,7,5,5,1,0,0,5
0,0,-1.9548522619126447,1,-0.0672363397174564,1,0,29,39,7,7,0,0,0,0
2,5,0.4495206065564409,5,0.3118821259500523,1,0,18,17,6,6,0,1,0,10
2,6,0.5414911534377721,5,0.3118821259500523,1,0,18,17,6,6,0,0,0,6
2,8,0.5621024099263563,8,0.5164481313831454,1,0,18,17,8,8,0,0,0,8
1,5,0.5283525038832964,3,0.2135921533695871,1,0,20,17,5,5,0,1,0,8
2,5,0.9225119905175728,6,0.4944206464566303,1,0,18,17,6,6,0,1,0,7
1,4,0.1801782906896857,5,0.3961306738761651,0,0,18,1,6,6,0,0,0,11
0,0,-1.9548522619126447,1,0.3540063999131088,0,0,28,7,4,5,0,0,0,10
2,7,0.3552038722546679,7,0.2953333040359943,1,1,18,1,8,8,0,1,0,12
1,3,0.513571523134511,4,0.7752491395436738,1,0,27,39,7,7,0,0,0,14
1,5,0.7648481958638623,7,0.9332151669051356,1,0,26,39,7,7,0,0,0,12
2,6,0.7385708967549104,6,0.4944206464566303,1,0,18,1,6,6,0,1,0,6
0,5,0.8042641445272898,4,0.5646277697283913,1,0,18,1,5,5,0,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,5,5,0,0,0,5
1,0,-1.9548522619126447,4,0.0907296876440055,1,0,18,1,6,6,0,1,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,32,39,5,5,0,0,0,10
2,4,0.3608347220637289,4,0.45931708482075,1,0,28,39,5,5,0,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,40,39,5,4,0,0,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,39,18,4,5,1,0,0,4
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,39,18,6,6,1,0,0,0
2,5,0.4889365552198688,6,0.45931708482075,1,0,50,39,6,6,0,0,0,15
0,3,0.344411410120634,5,0.522503495765335,1,0,23,17,6,6,0,1,0,9
0,1,0.2130249145758753,1,-0.0672363397174564,1,0,48,39,6,6,0,0,0,11
0,5,0.0553611199221646,4,0.1960403725516468,1,0,23,17,6,6,0,1,0,10
2,7,0.5303233013164677,7,0.482485435500431,1,1,18,1,8,8,0,1,0,8
2,5,0.5283525038832964,2,0.3540063999131088,1,0,18,17,5,5,0,0,0,6
2,6,0.7057242728687207,5,0.5646277697283913,0,0,20,15,6,6,0,1,0,7
2,5,0.6071844012101517,4,0.3540063999131088,1,1,18,18,5,5,0,1,0,8
0,0,-1.9548522619126447,4,0.3540063999131088,1,0,18,1,8,7,0,1,0,8
0,1,0.2130249145758753,1,0.3540063999131088,1,0,31,43,5,5,0,0,1,9
1,3,0.1144850429173062,1,0.3540063999131088,1,0,24,39,5,5,0,1,1,6
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,24,39,0,0,0,1,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,26,39,5,5,1,0,1,9
0,4,0.3608347220637289,5,0.696266125862943,1,0,18,1,6,6,1,1,1,9
1,3,0.344411410120634,3,0.2837992766413477,1,1,19,17,5,5,0,0,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,17,6,6,0,1,1,0
2,7,0.3490099374647005,7,0.288713775270371,1,0,18,1,8,8,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,20,44,6,6,1,0,1,12
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,44,0,0,0,0,1,0
2,5,0.2693334126664863,4,0.2486957150054674,1,0,24,43,5,5,0,1,1,11
0,0,-1.9548522619126447,1,0.7752491395436738,1,0,27,39,5,5,0,1,1,0
2,5,0.4889365552198688,5,0.1433850300978261,1,0,21,17,6,6,0,0,1,7
2,6,0.6400310250963411,6,0.5345390026119224,1,0,21,44,6,6,0,1,1,6
0,6,0.2787181623482548,4,0.45931708482075,1,0,19,18,6,6,0,1,1,6
2,8,1.0049271559047397,7,0.8865775778746089,1,0,28,39,8,7,0,0,1,11
1,2,0.4101046578930135,5,-0.0672363397174564,1,0,20,1,5,5,0,0,1,10
2,6,0.5332794974662249,6,0.5646277697283913,1,1,21,44,6,6,0,0,1,10
2,8,1.0385700615821096,7,1.187465249039298,1,1,18,1,8,7,0,0,1,9
1,5,0.5283525038832964,5,0.6067520436914478,1,1,18,17,5,5,0,1,1,8
1,3,0.2130249145758753,4,-0.0251120657544,1,0,20,1,5,5,0,0,1,6
1,2,0.7057242728687207,5,0.8173734135067302,1,0,25,39,5,5,0,0,1,5
1,2,0.9028040161858588,6,0.4856447560476604,1,0,22,1,6,6,1,0,1,11
1,6,0.7050673403909972,6,0.6692363834033154,1,0,18,1,8,8,0,0,1,11
2,5,0.2130249145758753,5,0.617283112182212,1,0,19,17,5,5,0,1,1,8
0,3,0.4101046578930135,3,0.3540063999131088,1,0,19,1,5,5,0,1,1,10
0,4,0.7549942086980053,4,0.5646277697283913,0,0,25,39,6,6,1,1,1,9
0,3,0.7385708967549104,9,0.3072016510652687,1,0,21,43,8,11,1,0,1,11
0,0,-1.9548522619126447,2,0.1433850300978261,1,0,19,17,6,5,0,1,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,17,5,5,0,0,1,5
0,6,0.1848706655305699,14,0.4442727012625156,1,0,25,44,9,14,0,0,1,13
1,3,0.4101046578930135,3,0.1433850300978261,1,0,20,17,5,5,0,1,1,11
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,1,0
1,3,0.1473316668034958,3,0.2486957150054674,1,0,23,44,6,6,1,1,1,12
2,8,0.5101226276264611,8,0.4608967450943647,1,0,23,42,8,8,0,1,1,8
2,11,0.4101046578930135,11,0.3731537971690437,1,0,21,53,12,12,0,0,1,14
1,3,0.5414911534377721,2,0.1433850300978261,1,0,20,1,5,5,0,1,1,9
0,2,0.2787181623482548,1,-0.0672363397174564,1,0,25,39,5,5,0,0,1,8
2,5,0.6466003498735791,6,0.6699384546360325,1,0,18,1,6,6,0,1,1,9
2,6,0.730359240783363,6,0.8103527011795543,1,0,22,1,6,6,0,1,1,8
2,6,0.945035389753817,6,0.7752491395436738,1,0,27,39,6,6,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,39,3,3,0,0,1,5
0,3,0.2787181623482548,3,0.2837992766413477,1,0,18,17,5,5,0,1,1,10
2,5,0.8436800931907174,5,0.9016219614328436,1,0,20,17,5,5,0,0,1,5
2,5,0.3115647862344443,5,0.5646277697283913,1,0,27,39,6,6,0,0,1,13
2,6,0.4101046578930135,6,0.389109961548989,1,0,20,1,6,6,0,0,1,9
0,1,0.4101046578930135,0,-2.1734500378702823,1,0,22,1,5,5,0,1,1,5
0,3,0.1736089659124478,3,0.0380743451901848,1,0,19,17,5,5,0,1,1,11
1,5,0.1801782906896857,3,0.4382549478392218,1,0,20,1,5,5,0,0,1,8
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,43,0,0,0,0,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,29,39,5,5,0,1,1,8
2,7,0.770479045672923,7,0.7391426190039109,1,0,19,1,8,8,0,0,1,8
1,5,0.0553611199221646,5,0.059136482171713,1,1,28,39,5,5,0,1,0,6
2,6,0.344411410120634,6,0.2486957150054674,1,0,20,1,6,6,0,0,0,6
2,6,0.730359240783363,4,0.6699384546360325,1,0,20,1,6,6,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,31,39,6,6,0,1,0,0
2,7,0.5311679287878268,7,0.4672153861888231,1,0,18,17,8,7,0,1,0,9
1,6,0.6634928993007627,6,0.950766947723076,1,0,19,17,6,6,0,1,0,8
2,4,0.5677684525467243,4,0.3540063999131088,1,0,18,1,5,5,0,1,0,9
2,5,0.3312727605661581,5,0.3118821259500523,1,0,19,17,6,6,0,0,0,8
2,5,1.0407598365078556,5,0.9858705093589564,1,1,18,1,5,5,0,0,0,5
2,5,0.6466003498735791,3,0.3540063999131088,1,0,19,17,5,5,0,0,0,7
2,6,0.4664131559836245,6,0.5295242080925111,1,1,18,17,6,6,0,1,0,7
2,3,0.4101046578930135,6,0.2837992766413477,1,0,19,1,6,6,0,1,0,14
2,8,0.7697751894467905,7,0.388232372508092,1,0,19,1,8,7,0,0,0,8
2,6,0.9137528908145888,6,0.7401455779077935,1,0,18,1,6,6,0,1,0,11
1,5,0.3509807348978718,4,0.4487860163299857,1,0,19,1,7,7,0,0,0,11
2,6,0.7198013973913734,6,0.380334071140019,1,1,20,44,6,6,0,0,0,7
1,4,0.6071844012101517,5,0.6488763176545045,1,0,20,17,6,6,0,1,0,10
1,5,0.8042641445272898,6,0.6348348930001524,1,0,20,17,6,6,1,0,0,8
0,11,0.3205229563852229,11,0.2391220163775005,1,0,29,39,13,15,0,0,0,16
0,3,0.0159451712587371,4,0.3540063999131088,0,1,20,17,6,6,0,0,0,14
0,5,0.5283525038832964,6,0.4944206464566303,0,0,31,39,7,7,1,0,0,9
2,6,0.7604686460123706,6,0.4944206464566303,1,0,20,17,6,6,0,0,0,9
2,13,0.3039847961068621,18,0.3306040254891885,1,0,21,17,13,18,0,1,0,13
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,23,7,6,6,0,1,0,0
0,4,0.3312727605661581,4,0.5646277697283913,0,0,21,17,6,6,1,0,0,8
2,8,1.1480588078694085,7,1.196491879174239,1,0,24,7,8,7,0,0,0,9
2,6,0.475797905665393,6,0.45931708482075,1,0,27,39,6,6,0,0,0,6
2,8,1.1614711792896026,7,0.5763289569403515,1,1,18,1,8,7,0,0,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,21,1,0,0,0,1,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,1,19,17,5,5,1,1,0,5
2,7,0.4802087380158236,7,0.4289274300331159,1,1,19,1,8,8,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,6,6,0,0,0,0
1,5,0.4061630630266707,5,0.3497939725168031,1,1,18,43,7,7,0,1,0,8
2,7,0.5227216540742352,7,0.7451603724272051,1,1,20,1,7,7,1,1,0,8
2,6,0.8371107684134794,5,0.5646277697283913,1,0,24,1,6,6,0,1,0,6
2,6,0.2458715384620648,6,0.5295242080925111,1,0,20,1,6,6,0,1,0,10
1,5,0.6466003498735791,4,0.1433850300978261,1,0,20,17,5,5,0,0,0,7
2,7,0.4804902805062772,7,0.4292283177042812,1,1,19,1,8,8,0,1,0,8
2,7,0.7761098954819844,7,0.7451603724272051,1,1,18,1,8,8,0,1,0,8
2,6,0.1473316668034958,6,0.4242135231848697,1,1,20,17,6,6,0,1,0,6
2,8,0.762658420938116,7,0.5324327889137698,1,0,20,17,8,7,0,1,0,10
2,8,0.610879646397348,6,0.4256176656503044,1,1,19,17,8,7,0,1,0,9
1,4,0.3608347220637289,5,0.4944206464566303,1,0,19,44,6,6,0,1,0,19
2,6,0.5086445295515826,6,0.7401455779077935,1,0,20,1,6,6,0,1,0,6
0,2,0.0159451712587371,2,0.0907296876440055,1,0,19,17,5,5,0,1,0,11
0,4,0.0652151070880216,4,0.617283112182212,1,0,19,17,6,6,0,1,0,10
